Date,RSI_14D,MACD_SIGNAL,GAP,UPTREND
3/30/2022,70.5602,0.195903527,-0.84,0
3/31/2022,70.9378,0.5456006,-0.02,0
4/1/2022,75.6229,0.817711451,0.16,0
4/4/2022,74.2794,1.073087323,0.41,1
4/5/2022,61.8795,1.247896012,-0.7,0
4/6/2022,53.6029,1.300529267,-2.63,0
4/7/2022,49.1672,1.274691097,-0.82,0
4/8/2022,46.7089,1.163656219,-0.69,0
4/11/2022,37.7483,0.941125162,-1.91,0
4/12/2022,39.8475,0.647700977,1.84,0
4/13/2022,36.5617,0.361719401,0.09,1
4/14/2022,32.6647,0.036336286,0.16,0
4/18/2022,29.7188,-0.289110529,-0.72,1
4/19/2022,28.2844,-0.55284368,-0.37,1
4/20/2022,30.2524,-0.76504415,1.45,0
4/21/2022,30.0984,-0.972601561,1.46,0
4/22/2022,26.7814,-1.229883728,-0.16,0
4/25/2022,24.8295,-1.467740104,-0.63,1
4/26/2022,23.3732,-1.763920061,-1.32,0
4/27/2022,30.9202,-2.044083893,1.56,1
4/28/2022,40.7992,-2.204242515,2.23,1
4/29/2022,36.926,-2.373884159,-1.61,0
5/2/2022,43.8027,-2.500864127,-0.16,1
5/3/2022,44.8785,-2.584759503,-0.02,0
5/4/2022,48.3333,-2.550791367,0.56,1
5/5/2022,44.6541,-2.55314918,-2.19,0
5/6/2022,42.9976,-2.590520684,-1.29,0
5/9/2022,35.0859,-2.728766718,-2.54,0
5/10/2022,37.7847,-2.883906359,3.22,1
5/11/2022,36.5124,-3.104011524,-1.24,0
5/12/2022,38.5043,-3.368080425,-1.97,0
5/13/2022,41.0982,-3.56846468,1.79,1
5/16/2022,44.6716,-3.729440207,-1.13,0
5/17/2022,46.6866,-3.786554132,2.9,1
5/18/2022,34.9244,-3.868096285,-1.83,0
5/19/2022,38.4765,-3.974992733,-0.99,0
5/20/2022,35.8963,-4.07849048,1.82,1
5/23/2022,39.6519,-4.117113968,0.41,1
5/24/2022,30.9421,-4.135416372,-1.87,0
5/25/2022,39.4744,-4.106027221,-0.87,1
5/26/2022,45.3827,-3.987714413,-0.78,1
5/27/2022,57.9743,-3.73691038,1.53,1
5/31/2022,54.2184,-3.42380776,-0.55,0
6/1/2022,60.3225,-3.086968254,1.51,0
6/2/2022,66.2313,-2.691787316,-0.99,1
6/3/2022,55.7665,-2.329343655,-2.72,0
6/6/2022,57.7123,-2.000950392,1.76,0
6/7/2022,54.8009,-1.67990973,-1.49,1
6/8/2022,64.1953,-1.40200523,-0.42,0
6/9/2022,59.2852,-1.222179916,-1.02,0
6/10/2022,50.043,-1.194071019,-2.35,0
6/13/2022,38.3391,-1.352502176,-4.13,0
6/14/2022,41.7649,-1.603861188,0.94,1
6/15/2022,43.4991,-1.854194652,1.57,1
6/16/2022,33.1736,-2.170137485,-3.27,0
6/17/2022,26.7017,-2.487666081,-0.02,1
6/21/2022,32.8944,-2.738562794,1.49,1
6/22/2022,32.7908,-2.936917159,-1.39,0
6/23/2022,30.0546,-3.054933716,1.09,1
6/24/2022,41.3492,-3.03557771,1.48,1
6/27/2022,40.3722,-2.938574197,0.43,0
6/28/2022,34.0327,-2.85462924,0.12,0
6/29/2022,35.8386,-2.772615241,-0.16,1
6/30/2022,37.7624,-2.717233084,-1.71,0
7/1/2022,44.3696,-2.670626568,-0.8,1
7/5/2022,56.5508,-2.600349682,-1.73,1
7/6/2022,57.0337,-2.495284571,0.28,1
7/7/2022,57.0784,-2.325317925,0.57,1
7/8/2022,69.8393,-2.117325052,-1.42,0
7/11/2022,63.1882,-1.920772175,-1.16,0
7/12/2022,53.8429,-1.765873869,0.48,0
7/13/2022,54.3092,-1.646603584,-2.43,0
7/14/2022,52.8386,-1.533337445,-1.03,1
7/15/2022,47.329,-1.389741787,1.25,1
7/18/2022,46.4478,-1.251917845,1.3,0
7/19/2022,65.9491,-1.058265425,1.46,1
7/20/2022,68.7752,-0.803696557,0.02,1
7/21/2022,76.7111,-0.491667551,0.17,1
7/22/2022,70.3274,-0.189492588,-0.06,0
7/25/2022,65.6838,0.077217091,-0.06,0
7/26/2022,58.2041,0.272281201,-0.11,0
7/27/2022,62.8716,0.503650071,2.21,1
7/28/2022,65.4637,0.778480308,0.16,1
7/29/2022,71.9667,1.099150545,0.44,1
8/1/2022,75.7013,1.424291287,-1.3,0
8/2/2022,73.9384,1.715669888,-1.24,0
8/3/2022,76.0842,2.027328907,0.7,1
8/4/2022,74.8013,2.341430385,-0.05,1
8/5/2022,77.2044,2.629835934,-2.36,0
8/8/2022,70.1245,2.861080131,-0.13,0
8/9/2022,63.7278,3.014560068,-1.18,0
8/10/2022,66.3437,3.167242809,3.43,1
8/11/2022,69.6947,3.294949652,0.93,0
8/12/2022,74.9301,3.43970361,0.97,1
8/15/2022,81.8581,3.594871041,-0.6,1
8/16/2022,75.5687,3.733696555,-0.69,0
8/17/2022,69.183,3.829261188,-1.38,0
8/18/2022,66.9739,3.896417869,0.15,1
8/19/2022,59.5628,3.889652706,-1.24,0
8/22/2022,52.1739,3.762152361,-2.02,0
8/23/2022,42.8637,3.551023938,-0.28,0
8/24/2022,41.2909,3.291889153,-0.1,0
8/25/2022,48.057,3.047515532,0.37,1
8/26/2022,39.5382,2.718702932,-0.06,0
8/29/2022,38.9979,2.318490373,-1.51,0
8/30/2022,27.6114,1.866246839,0.78,0
8/31/2022,26.8384,1.379625723,0.82,0
9/1/2022,17.3399,0.883292528,-1.32,0
9/2/2022,13.0383,0.376957166,1.39,0
9/6/2022,12.8006,-0.124003473,0.18,0
9/7/2022,20.179,-0.561387707,0.26,1
9/8/2022,19.2148,-0.927376531,-0.99,1
9/9/2022,29.3449,-1.184877932,1.12,1
9/12/2022,40.6454,-1.323082576,0.85,1
9/13/2022,31.5873,-1.494316514,-3.98,0
9/14/2022,32.424,-1.666212238,0.62,1
9/15/2022,24.331,-1.874375033,-1.06,0
9/16/2022,29.3072,-2.101572188,-1.13,0
9/19/2022,33.3978,-2.312353028,-1.6,1
9/20/2022,34.2993,-2.508649996,-1.21,0
9/21/2022,33.3978,-2.711929198,0.67,0
9/22/2022,32.6038,-2.923328658,-0.71,0
9/23/2022,32.7397,-3.148238215,-1.14,0
9/26/2022,32.7645,-3.376370833,-0.38,0
9/27/2022,27.3956,-3.584316378,1.63,0
9/28/2022,29.81,-3.739798083,-0.82,1
9/29/2022,18.8467,-3.897414413,-1.78,0
9/30/2022,10.2851,-4.076237426,-0.49,0
10/3/2022,28.5522,-4.190975359,0.94,1
10/4/2022,38.5775,-4.184406523,2.48,1
10/5/2022,44.7504,-4.08591134,-1.71,1
10/6/2022,44.1426,-3.942241758,-0.33,0
10/7/2022,34.5234,-3.851447842,-2.57,0
10/10/2022,33.026,-3.822164173,0,0
10/11/2022,33.2417,-3.853294586,-0.68,0
10/12/2022,34.3395,-3.917620617,0.09,0
10/13/2022,44.0942,-3.932696908,-3.15,1
10/14/2022,40.692,-3.961076606,0.98,0
10/17/2022,46.284,-3.930481094,2.86,1
10/18/2022,45.8636,-3.839293066,3.12,1
10/19/2022,49.8936,-3.711740569,-1.06,0
10/20/2022,53.7859,-3.558505424,0.04,0
10/21/2022,53.1126,-3.33740287,-0.3,1
10/24/2022,49.0831,-3.05030469,0.53,1
10/25/2022,52.4832,-2.691489486,0.31,1
10/26/2022,49.4624,-2.346028308,-3.24,0
10/27/2022,56.1177,-2.044514561,0.47,0
10/28/2022,67.3496,-1.695538355,0.69,1
10/31/2022,67.5875,-1.358525083,-1.29,0
11/1/2022,66.0804,-1.060651612,1.59,0
11/2/2022,53.4356,-0.870388131,-0.09,0
11/3/2022,53.0774,-0.81299854,-1.71,0
11/4/2022,51.0022,-0.805426115,2.47,1
11/7/2022,52.5131,-0.795411435,0.21,1
11/8/2022,54.7505,-0.763751869,1.02,1
11/9/2022,49.8078,-0.769977372,-1.15,0
11/10/2022,57.6067,-0.639280323,5.97,1
11/11/2022,58.1118,-0.392419285,-0.12,1
11/14/2022,54.1657,-0.102983405,-1.05,0
11/15/2022,59.7178,0.223726641,3,1
11/16/2022,59.1424,0.526966232,-1.03,0
11/17/2022,53.2525,0.801109863,-2.1,0
11/18/2022,56.0772,1.04321292,1.49,0
11/21/2022,55.5175,1.227509159,-0.75,0
11/22/2022,66.2252,1.403479022,0.57,1
11/23/2022,75.2597,1.580632841,-0.29,1
11/25/2022,71.4383,1.733195018,-0.91,0
11/28/2022,62.7769,1.812766138,-1.51,0
11/29/2022,58.682,1.817863314,-0.17,0
11/30/2022,72.3081,1.875574888,-0.06,1
12/1/2022,60.9971,1.961995336,0.13,0
12/2/2022,54.9509,2.044803874,-2.28,0
12/5/2022,52.3587,2.080449619,-1.04,0
12/6/2022,43.2607,2.03445418,-0.14,0
12/7/2022,45.4045,1.924531937,-0.47,0
12/8/2022,49.5696,1.809740883,0.72,1
12/9/2022,47.7498,1.680867846,-0.59,0
12/12/2022,55.6038,1.591722824,0.21,1
12/13/2022,54.0247,1.553731801,4.87,1
12/14/2022,49.6813,1.528065362,-0.13,0
12/15/2022,42.8664,1.427895273,-2.2,0
12/16/2022,44.5228,1.255742307,-0.44,0
12/19/2022,43.3857,1.011768225,-0.35,0
12/20/2022,28.6422,0.736292896,-0.66,0
12/21/2022,33.8055,0.487021094,0.58,1
12/22/2022,30.9282,0.214757155,-1.6,0
12/23/2022,33.9009,-0.056060685,-0.89,0
12/27/2022,36.1874,-0.330473857,-0.43,0
12/28/2022,34.3427,-0.623751392,-0.3,0
12/29/2022,36.9061,-0.861321953,1.19,1
12/30/2022,37.7971,-1.052271745,-1.29,0
1/3/2023,28.8361,-1.220418508,1.33,0
1/4/2023,25.0318,-1.357571251,0.64,1
1/5/2023,23.7616,-1.503304186,-0.62,0
1/6/2023,40.4538,-1.586710949,1.07,1
1/9/2023,47.1861,-1.599930215,1.12,1
1/10/2023,53.5289,-1.552373332,-0.31,1
1/11/2023,57.4486,-1.430578261,0.4,1
1/12/2023,55.3501,-1.250060012,0.2,1
1/13/2023,65.1561,-1.033446006,-1.23,1
1/17/2023,65.9449,-0.793794603,-0.18,1
1/18/2023,64.3303,-0.577420475,0.74,0
1/19/2023,65.8477,-0.40975389,-1.01,0
1/20/2023,66.3112,-0.225269418,0.64,1
1/23/2023,71.0874,0.008302337,0.53,1
1/24/2023,74.6529,0.259420646,-0.76,0
1/25/2023,73.3513,0.503314248,-2.27,0
1/26/2023,83.931,0.762889535,1.31,1
1/27/2023,81.4173,1.026041669,-0.86,1
1/30/2023,69.5695,1.23366125,-1.57,0
1/31/2023,71.1268,1.422613336,0,1
2/1/2023,72.4215,1.637771524,-0.1,1
2/2/2023,75.537,1.91497021,2.38,1
2/3/2023,71.7257,2.193173104,-2.46,0
2/6/2023,66.5314,2.424821738,-1.57,0
2/7/2023,74.4725,2.665461455,0.21,1
2/8/2023,73.9101,2.865445612,0.28,0
2/9/2023,68.3176,3.010488777,2.19,0
2/10/2023,62.5467,3.096260707,-1.05,0
2/13/2023,66.1254,3.172098495,0.55,1
2/14/2023,67.5867,3.240236553,-0.67,1
2/15/2023,65.7064,3.303280963,-0.87,1
2/16/2023,58.9659,3.312412997,-2.09,0
2/17/2023,60.84,3.251486106,-1.01,0
2/21/2023,50.9684,3.08946207,-1.87,0
2/22/2023,44.2524,2.862333478,0.28,0
2/23/2023,40.5741,2.635838211,2.54,1
2/24/2023,38.4647,2.376198141,-2.46,0
2/27/2023,43.1837,2.115625198,1.37,1
2/28/2023,32.811,1.85851895,-0.44,0
3/1/2023,34.0274,1.596873138,0.06,0
3/2/2023,40.6706,1.369102199,-0.37,1
3/3/2023,49.4755,1.218448568,0.88,1
3/6/2023,45.2652,1.131940453,0.9,1
3/7/2023,40.2066,1.059672254,-0.11,0
3/8/2023,41.4688,1.016050146,0.49,1
3/9/2023,42.382,0.958285438,0.22,0
3/10/2023,41.1611,0.853731186,-0.2,0
3/13/2023,50.0246,0.735191503,-0.85,1
3/14/2023,57.2165,0.662680828,1.76,1
3/15/2023,52.7962,0.622587343,-1.53,0
3/16/2023,66.7849,0.6660364,-0.49,1
3/17/2023,65.0772,0.754861717,0.28,0
3/20/2023,66.0854,0.866867951,-0.57,0
3/21/2023,70.8884,1.004063339,0.78,1
3/22/2023,63.9503,1.124591969,0,0
3/23/2023,62.891,1.262966504,1.83,1
3/24/2023,62.3739,1.408456807,-0.46,1
3/27/2023,64.2893,1.529541645,0.22,0
3/28/2023,59.9899,1.614647007,-0.25,0
3/29/2023,71.6353,1.717241994,1.81,1
3/30/2023,82.7586,1.848789051,1.36,1
3/31/2023,83.8785,2.021355931,-0.18,1
4/3/2023,80.0433,2.202150863,-0.92,0
4/4/2023,76.5073,2.360364096,0.22,0
4/5/2023,63.4175,2.46346796,-0.71,0
4/6/2023,65.8744,2.534412432,-1.08,1
4/10/2023,65.4412,2.574428202,-1.48,0
4/11/2023,58.0915,2.564756943,-0.26,0
4/12/2023,60.1039,2.505202491,1,0
4/13/2023,61.0045,2.455349854,0.57,1
4/14/2023,57.4023,2.395353082,-0.84,0
4/17/2023,62.4005,2.335299181,0.19,1
4/18/2023,65.841,2.280374011,1.14,1
4/19/2023,56.9397,2.219484866,-1.35,0
4/20/2023,47.7208,2.137355543,-1.37,0
4/21/2023,36.8846,2.033689058,-0.65,0
4/24/2023,35.7031,1.906952306,-0.59,0
4/25/2023,30.2449,1.717956112,-0.72,0
4/26/2023,43.1789,1.530071279,2.53,1
4/27/2023,50.3933,1.398703607,0.69,1
4/28/2023,54.757,1.332304532,0,1
5/1/2023,59.2346,1.30850657,-0.12,0
5/2/2023,57.4194,1.287179611,0.18,0
5/3/2023,46.4098,1.245483117,0.18,0
5/4/2023,46.7372,1.179038848,-0.59,0
5/5/2023,55.0818,1.156910344,1.43,1
5/8/2023,53.8151,1.159804928,-0.29,0
5/9/2023,51.9006,1.157081209,-0.83,0
5/10/2023,58.3996,1.177538186,1.31,1
5/11/2023,57.8581,1.197919136,-0.25,0
5/12/2023,59.0909,1.211262847,0.26,0
5/15/2023,71.3989,1.23667856,0.15,1
5/16/2023,68.1159,1.268062504,-0.21,0
5/17/2023,66.0074,1.331039313,0.64,1
5/18/2023,68.9616,1.457898816,0.19,1
5/19/2023,68.5311,1.613708915,0.04,0
5/22/2023,74.9247,1.780605219,-0.47,0
5/23/2023,70.3851,1.904469013,-0.79,0
5/24/2023,68.712,1.972339014,-1.23,0
5/25/2023,72.132,2.091510115,4.1,1
5/26/2023,77.4818,2.304414225,0.41,1
5/30/2023,81.9592,2.573695243,2.42,1
5/31/2023,75.8836,2.836312993,-0.95,0
6/1/2023,79.5527,3.101166822,-0.52,1
6/2/2023,80.9228,3.361626616,0.98,1
6/5/2023,76.9412,3.582700515,-0.1,0
6/6/2023,76.6745,3.758695163,-0.4,0
6/7/2023,67.4797,3.849075302,-0.32,0
6/8/2023,65.6301,3.900522543,0.24,1
6/9/2023,66.9313,3.92906299,0.8,1
6/12/2023,70.7719,3.990390077,1.14,1
6/13/2023,77.9412,4.076390471,1.51,1
6/14/2023,82.5306,4.192136185,-0.2,1
6/15/2023,79.8507,4.346322186,-0.7,1
6/16/2023,70.0143,4.483638622,1.66,0
6/20/2023,63.8504,4.568553812,-1.35,0
6/21/2023,60.6047,4.565236647,-0.66,0
6/22/2023,60.0976,4.518403038,-0.76,1
6/23/2023,53.7345,4.406935236,-2.1,0
6/26/2023,53.1672,4.231450161,0.15,0
6/27/2023,58.9829,4.068044758,0.67,1
6/28/2023,65.1059,3.913100186,-0.95,0
6/29/2023,62.8844,3.767448727,0.18,0
6/30/2023,65.7063,3.670066536,1.7,1
7/3/2023,58.8966,3.593775563,-0.03,0
7/5/2023,54.0615,3.50944129,-1.21,0
7/6/2023,48.9019,3.409148816,-1.7,0
7/7/2023,41.0095,3.284375597,-0.28,0
7/10/2023,45.7571,3.15049287,-0.62,1
7/11/2023,51.0966,3.016641357,0.36,1
7/12/2023,64.9263,2.914061701,1.72,1
7/13/2023,66.7443,2.866034823,1.19,1
7/14/2023,73.5558,2.844037795,0.44,0
7/17/2023,82.491,2.868924193,0.33,1
7/18/2023,81.03,2.94758069,-0.41,1
7/19/2023,78.5851,3.041918319,0.45,0
7/20/2023,63.3825,3.076929743,-1.15,0
7/21/2023,56.9419,3.064472452,1.12,0
7/24/2023,59.0546,3.020877038,0.78,0
7/25/2023,67.5174,2.985392926,0.57,1
7/26/2023,60.6882,2.911758044,-1.87,0
7/27/2023,61.4572,2.803297823,2.38,0
7/28/2023,65.0383,2.710437189,1.63,1
7/31/2023,65.1052,2.632585658,0.16,1
8/1/2023,62.1173,2.567008778,-0.58,0
8/2/2023,45.2848,2.436193809,-1.57,0
8/3/2023,44.353,2.254466192,-1.42,0
8/4/2023,33.8944,2.00756317,-0.59,0
8/7/2023,28.9139,1.735835008,0.72,1
8/8/2023,27.7335,1.43777522,-1.2,0
8/9/2023,29.6687,1.100459371,0.23,0
8/10/2023,29.8741,0.754032155,1.28,0
8/11/2023,27.0452,0.398552332,-1.34,0
8/14/2023,29.225,0.097563713,-0.17,1
8/15/2023,30.2562,-0.180358795,-0.5,0
8/16/2023,28.742,-0.454370746,-0.36,0
8/17/2023,18.4549,-0.73573985,0.74,0
8/18/2023,17.828,-1.001304939,-1.67,0
8/21/2023,27.7261,-1.190504429,0.85,1
8/22/2023,33.7622,-1.322239231,1.51,0
8/23/2023,44.092,-1.359694991,0.41,1
8/24/2023,41.1059,-1.395856361,2.15,0
8/25/2023,44.0326,-1.399006848,0.67,1
8/28/2023,49.5327,-1.356095885,1.28,1
8/29/2023,60.4183,-1.229068586,-0.49,1
8/30/2023,62.3017,-1.032276198,0.03,1
8/31/2023,66.3922,-0.786158565,0.4,1
9/1/2023,63.4959,-0.511619519,1.1,1
9/5/2023,68.9728,-0.222440905,-0.44,1
9/6/2023,68.1914,0.031426515,-0.69,0
9/7/2023,65.5771,0.209417114,-3.25,0
9/8/2023,65.7292,0.335785315,-0.01,1
9/11/2023,62.3233,0.43676682,1.52,1
9/12/2023,55.1172,0.465290927,-1.45,0
9/13/2023,50.0435,0.452704768,-0.07,1
9/14/2023,62.8079,0.433762947,1.05,1
9/15/2023,50.4336,0.358032731,-0.62,0
9/18/2023,48.2364,0.257042012,-0.85,1
9/19/2023,37.9955,0.14349085,-0.72,0
9/20/2023,28.4061,-0.014746206,0.46,0
9/21/2023,21.9807,-0.233187073,-1.75,0
9/22/2023,21.2579,-0.471795965,0.72,1
9/25/2023,20.8721,-0.701006353,-0.42,1
9/26/2023,19.8047,-0.958097235,-1.08,0
9/27/2023,23.4529,-1.213013638,0.78,0
9/28/2023,26.4735,-1.432091701,-0.77,1
9/29/2023,25.2033,-1.605024051,1.61,1
10/2/2023,36.7414,-1.708229818,0.08,1
10/3/2023,30.4306,-1.803260603,-0.94,0
10/4/2023,32.9916,-1.851688337,0.13,1
10/5/2023,39.7387,-1.860637176,-0.01,0
10/6/2023,47.3108,-1.790832382,-1.13,1
10/9/2023,49.6099,-1.657363608,-1.03,1
10/10/2023,57.0913,-1.483062523,0.12,0
10/11/2023,68.6211,-1.263877055,0.52,1
10/12/2023,68.294,-1.022615652,0.15,0
10/13/2023,59.1563,-0.816922373,0.34,0
10/16/2023,72.0213,-0.616597201,0.28,1
10/17/2023,68.7177,-0.441336671,-2.14,0
10/18/2023,60.9132,-0.317728406,-1.19,0
10/19/2023,56.9602,-0.247566603,0.67,0
10/20/2023,45.9093,-0.259009203,-0.08,0
10/23/2023,53.3298,-0.317378349,-1.02,0
10/24/2023,50.9793,-0.383348477,0.65,1
10/25/2023,45.3571,-0.480861873,0.79,0
10/26/2023,29.5466,-0.641715962,0.29,0
10/27/2023,29.7613,-0.817538325,0.98,1
10/30/2023,34.6408,-0.964061139,0.85,1
10/31/2023,33.3494,-1.063834182,0.08,1
11/1/2023,41.7929,-1.076074915,0.29,1
11/2/2023,52.8583,-0.985206822,1.51,1
11/3/2023,53.1108,-0.804309858,-0.17,1
11/6/2023,56.9687,-0.556605783,0.23,1
11/7/2023,64.2569,-0.2485909,0.46,1
11/8/2023,68.1727,0.097440441,0.6,1
11/9/2023,74.1553,0.43585552,0.26,0
11/10/2023,78.3217,0.823674872,1.06,1
11/13/2023,74.3817,1.203500278,-0.75,0
11/14/2023,82.6193,1.6126184,2.73,1
11/15/2023,92.7576,2.018644015,0.81,0
11/16/2023,92.7519,2.411364392,-0.36,1
11/17/2023,90.7975,2.763599588,-0.41,0
11/20/2023,91.3261,3.107975106,0.23,1
11/21/2023,84.5488,3.398356267,-0.84,0
11/22/2023,83.1536,3.645009632,1.16,1
11/24/2023,80.3067,3.83727398,-0.31,0
11/27/2023,79.1392,3.976464063,-0.26,0
11/28/2023,77.3751,4.071612531,-0.62,0
11/29/2023,76.2673,4.127122318,1.35,0
11/30/2023,80.3688,4.149778577,0.77,0
12/1/2023,73.9336,4.147897874,-0.48,1
12/4/2023,67.4838,4.08522559,-1.85,0
12/5/2023,60.4386,3.995974506,-0.98,1
12/6/2023,52.3174,3.860746513,1.15,0
12/7/2023,56.7664,3.730409339,0.87,1
12/8/2023,62.664,3.626675746,-0.4,1
12/11/2023,59.9859,3.562794418,-0.55,1
12/12/2023,70.0072,3.539063174,-0.69,1
12/13/2023,71.7274,3.56031889,0.45,1
12/14/2023,71.1989,3.593044038,0.15,0
12/15/2023,72.9849,3.638369463,-0.2,1
12/18/2023,72.6403,3.683317046,-0.46,0
12/19/2023,73.6325,3.728923277,-0.04,1
12/20/2023,61.9249,3.717625262,-0.22,0
12/21/2023,65.0824,3.696762714,1.93,1
12/22/2023,73.4551,3.666561886,0.55,0
12/26/2023,73.0202,3.636497878,0.12,1
12/27/2023,79.7733,3.599647773,0.1,0
12/28/2023,77.0481,3.555941207,0.68,0
12/29/2023,71.1176,3.492710501,0.1,0
1/2/2024,47.5276,3.332186249,-2.62,0
1/3/2024,38.7675,3.081027573,-1.71,0
1/4/2024,29.9316,2.757506859,-1.14,0
1/5/2024,30.6659,2.398507874,0.21,0
1/8/2024,42.8778,2.104333834,0.93,1
1/9/2024,43.2871,1.866202025,-1.45,0
1/10/2024,45.5754,1.697112821,0.09,1
1/11/2024,54.9069,1.59176984,0.94,1
1/12/2024,51.1983,1.538167782,0.31,1
1/16/2024,51.802,1.523958165,-0.24,1
1/17/2024,47.1185,1.516553755,-1.43,0
1/18/2024,56.2334,1.572409013,2.56,1
1/19/2024,63.197,1.733356758,1.28,1
1/22/2024,65.7595,1.961826506,0.98,1
1/23/2024,81.4024,2.229092654,0.19,1
1/24/2024,89.4831,2.523761186,1.39,1
1/25/2024,95.44,2.827967081,1.87,1
1/26/2024,86.3805,3.078265448,-1.43,0
1/29/2024,84.6226,3.304154247,0.25,1
1/30/2024,78.1961,3.468567883,-0.07,0
1/31/2024,63.8005,3.510278951,-1.92,0
2/1/2024,65.8392,3.504621725,0.79,1
2/2/2024,67.5809,3.494609429,-1.36,1
2/5/2024,67.5581,3.48176643,0.82,1
2/6/2024,67.6056,3.445049196,0.22,0
2/7/2024,66.1516,3.430039159,1.42,1
2/8/2024,60.532,3.431814697,0.35,1
2/9/2024,63.4776,3.480230419,0.86,1
2/12/2024,58.4746,3.522201146,-0.01,0
2/13/2024,49.1272,3.494063836,-4.47,0
2/14/2024,51.3292,3.449318855,1.51,1
2/15/2024,54.9234,3.381788018,0.27,0
2/16/2024,48.1239,3.265813445,0.55,0
2/20/2024,47.4668,3.085245311,-1.19,0
2/21/2024,53.159,2.8465224,-1.94,0
2/22/2024,59.6953,2.681398443,5.15,1
2/23/2024,55.5881,2.557291387,1.63,0
2/26/2024,55.1609,2.462761125,0.9,0
2/27/2024,57.4201,2.388983122,0.56,0
2/28/2024,50.5289,2.311159037,-0.68,0
2/29/2024,53.6232,2.265987084,1.09,1
3/1/2024,55.3598,2.298791892,0.53,1
3/4/2024,58.7685,2.373511929,-0.3,0
3/5/2024,55.1573,2.382533084,-2.08,0
3/6/2024,54.3389,2.370477971,2.15,1
3/7/2024,60.1549,2.392612752,1.77,1
3/8/2024,57.7246,2.379626185,0.38,0
3/11/2024,60.6452,2.330789347,-0.95,0
3/12/2024,68.1468,2.324376745,1.99,1
3/13/2024,55.2678,2.303217199,-0.64,0
3/14/2024,56.2883,2.269312451,0.88,0
3/15/2024,50.228,2.173767967,-3,0
3/18/2024,51.0099,2.050332493,1.46,1
3/19/2024,54.2665,1.928284281,-1.01,1
3/20/2024,54.3249,1.846122841,0.16,1
3/21/2024,48.3394,1.791454172,2.24,0
3/22/2024,48.4696,1.753916982,0.01,0
3/25/2024,56.1301,1.702911065,-1.99,0
3/26/2024,50.9694,1.628534947,0.75,0
3/27/2024,45.8095,1.55660968,1.31,1
3/28/2024,52.5109,1.479263685,-0.49,0
4/1/2024,55.6465,1.408456707,0.44,1
4/2/2024,37.0186,1.310181543,-2.32,0
4/3/2024,45.3027,1.205630359,-1.04,1
4/4/2024,36.7405,1.047547874,1.98,0
4/5/2024,52.4405,0.89914571,0.89,1
4/8/2024,49.7251,0.758712077,0.13,0
4/9/2024,49.6328,0.645498062,1.06,1
4/10/2024,34.9638,0.513284204,-2.36,0
4/11/2024,47.4634,0.440176165,0.91,1
4/12/2024,40.5712,0.353017775,-2.49,0
4/15/2024,36.7021,0.198595064,1.26,0
4/16/2024,38.5214,0.013483894,0.44,0
4/17/2024,32.0871,-0.227616456,0.74,0
4/18/2024,30.0987,-0.526868602,-0.06,0
4/19/2024,25.1523,-0.910296419,-0.75,0
4/22/2024,30.6605,-1.296867651,1.48,1
4/23/2024,35.2924,-1.616239871,0.81,1
4/24/2024,40.6462,-1.858708319,1.46,1
4/25/2024,35.5345,-2.042888404,-2.47,0
4/26/2024,40.2087,-2.140644944,1.56,1
4/29/2024,39.8765,-2.160508561,1.03,1
4/30/2024,37.6896,-2.1961034,-0.69,0
5/1/2024,27.4224,-2.266755338,-1.05,0
5/2/2024,36.7805,-2.305837935,2.48,1
5/3/2024,51.5507,-2.230239493,5.33,1
5/6/2024,54.4837,-2.043669515,0.77,1
5/7/2024,58.1697,-1.803356557,0.6,0
5/8/2024,63.1445,-1.528592368,-0.73,1
5/9/2024,72.3296,-1.244111701,-0.33,0
5/10/2024,71.326,-0.953492941,1.07,1
5/13/2024,69.0961,-0.656612674,1.51,1
5/14/2024,70.2236,-0.340677634,-0.07,1
5/15/2024,75.9328,0.046241415,1.31,1
5/16/2024,72.0453,0.445457269,0.125,0
5/17/2024,69.9677,0.822939104,0.49,0
5/20/2024,84.7726,1.204861106,0.21,1
5/21/2024,92.0099,1.572383061,-0.82,0
5/22/2024,91.1658,1.915687577,0.61,1
5/23/2024,79.7475,2.193530014,2.46,0
5/24/2024,79.0816,2.439495579,0.54,1
5/28/2024,83.1096,2.661545832,1.22,1
5/29/2024,76.4863,2.829042437,-2.28,0
5/30/2024,60.7401,2.868940826,-2.39,0
5/31/2024,60.0087,2.825497646,0.62,0
6/3/2024,59.2314,2.734110909,1.61,1
6/4/2024,56.5647,2.618253074,-0.11,1
6/5/2024,56.5647,2.561989371,1.67,1
6/6/2024,56.618,2.528701079,0.12,0
6/7/2024,58.8899,2.513772144,0.23,1
6/10/2024,54.7619,2.514178632,-0.73,1
6/11/2024,61.9835,2.582582187,-0.55,1
6/12/2024,68.0789,2.761830937,2.185,1
6/13/2024,74.4984,3.023262882,2.09,1
6/14/2024,73.5828,3.329171593,-0.32,1
6/17/2024,75.8966,3.694376118,0.56,1
6/18/2024,79.8711,4.073808036,0.23,0
6/20/2024,87.0414,4.391500446,1.04,0
6/21/2024,85.5197,4.637450884,0.05,0
6/24/2024,68.8283,4.719405075,-2.77,0
6/25/2024,72.0897,4.748610959,1.63,1
6/26/2024,67.1607,4.728253013,-0.34,0
6/27/2024,68.9076,4.668874956,-0.44,0
